year,region_type,region_year_spec,region_id,region_level,serology_count
2020,NUTS,2016,NL33C,3,3
2020,NUTS,2016,NL4,1,1
2020,NUTS,2016,NL41,2,1
2020,NUTS,2016,NL412,3,1
2020,NUTS,2016,NO,0,2
2020,NUTS,2016,NO0,1,2
2020,NUTS,2016,NO01,2,2
2020,NUTS,2016,NO011,3,2
2020,NUTS,2016,SE,0,19
2020,NUTS,2016,SE1,1,18
2020,NUTS,2016,SE11,2,14
2020,NUTS,2016,SE110,3,14
2020,NUTS,2016,SE12,2,4
2020,NUTS,2016,SE121,3,4
2020,NUTS,2016,SE2,1,1
2020,NUTS,2016,SE23,2,1
2020,NUTS,2016,SE232,3,1
2020,NUTS,2016,SI,0,1
2020,NUTS,2016,SI0,1,1
2020,NUTS,2016,SI04,2,1
2020,NUTS,2016,SI041,3,1
2020,NUTS,2016,TR,0,2
2020,NUTS,2016,TR7,1,1
2020,NUTS,2016,TR72,2,1
2020,NUTS,2016,TR721,3,1
2020,NUTS,2016,TRA,1,1
2020,NUTS,2016,TRA1,2,1
2020,NUTS,2016,TRA11,3,1
2020,NUTS,2016,UK,0,171
2020,NUTS,2016,UKC,1,1
2020,NUTS,2016,UKC2,2,1
2020,NUTS,2016,UKC22,3,1
2020,NUTS,2016,UKD,1,14
2020,NUTS,2016,UKD3,2,4
2020,NUTS,2016,UKD33,3,4
2020,NUTS,2016,UKD7,2,10
2020,NUTS,2016,UKD72,3,10
2020,NUTS,2016,UKE,1,6
2020,NUTS,2016,UKE3,2,1
2020,NUTS,2016,UKE32,3,1
2020,NUTS,2016,UKE4,2,5
2020,NUTS,2016,UKE42,3,5
2020,NUTS,2016,UKF,1,4
2020,NUTS,2016,UKF1,2,3
2020,NUTS,2016,UKF14,3,3
2020,NUTS,2016,UKF2,2,1
2020,NUTS,2016,UKF25,3,1
2020,NUTS,2016,UKG,1,12
2020,NUTS,2016,UKG1,2,2
2020,NUTS,2016,UKG13,3,2
2020,NUTS,2016,UKG3,2,10
2020,NUTS,2016,UKG31,3,9
2020,NUTS,2016,UKG39,3,1
2020,NUTS,2016,UKH,1,39
2020,NUTS,2016,UKH1,2,24
2020,NUTS,2016,UKH11,3,1
2020,NUTS,2016,UKH12,3,17
2020,NUTS,2016,UKH17,3,6
2020,NUTS,2016,UKH2,2,15
2020,NUTS,2016,UKH23,3,15
2020,NUTS,2016,UKI,1,41
2020,NUTS,2016,UKI3,2,37
2020,NUTS,2016,UKI31,3,15
2020,NUTS,2016,UKI32,3,9
2020,NUTS,2016,UKI33,3,10
2020,NUTS,2016,UKI34,3,3
2020,NUTS,2016,UKI4,2,3
2020,NUTS,2016,UKI42,3,3
2020,NUTS,2016,UKI7,2,1
2020,NUTS,2016,UKI74,3,1
2020,NUTS,2016,UKJ,1,38
2020,NUTS,2016,UKJ1,2,19
2020,NUTS,2016,UKJ13,3,1
2020,NUTS,2016,UKJ14,3,18
2020,NUTS,2016,UKJ2,2,3
2020,NUTS,2016,UKJ25,3,2
2020,NUTS,2016,UKJ27,3,1
2020,NUTS,2016,UKJ3,2,13
2020,NUTS,2016,UKJ32,3,8
2020,NUTS,2016,UKJ36,3,4
2020,NUTS,2016,UKJ37,3,1
2020,NUTS,2016,UKJ4,2,3
2020,NUTS,2016,UKJ41,3,1
2020,NUTS,2016,UKJ44,3,2
2020,NUTS,2016,UKK,1,4
2020,NUTS,2016,UKK1,2,4
2020,NUTS,2016,UKK11,3,3
2020,NUTS,2016,UKK13,3,1
2020,NUTS,2016,UKL,1,2
2020,NUTS,2016,UKL2,2,2
2020,NUTS,2016,UKL21,3,1
2020,NUTS,2016,UKL22,3,1
2020,NUTS,2016,UKM,1,8
2020,NUTS,2016,UKM5,2,1
2020,NUTS,2016,UKM50,3,1
2020,NUTS,2016,UKM7,2,7
2020,NUTS,2016,UKM71,3,1
2020,NUTS,2016,UKM75,3,6
2020,NUTS,2016,UKN,1,2
2020,NUTS,2016,UKN0,2,2
2020,NUTS,2016,UKN06,3,1
2020,NUTS,2016,UKN14,3,1
2021,NUTS,2021,AT,0,3
2021,NUTS,2021,AT1,1,2
2021,NUTS,2021,AT13,2,2
2021,NUTS,2021,AT130,3,2
2021,NUTS,2021,AT3,1,1
2021,NUTS,2021,AT32,2,1
2021,NUTS,2021,AT323,3,1
2021,NUTS,2021,CH,0,6
2021,NUTS,2021,CH0,1,6
2021,NUTS,2021,CH01,2,5
2021,NUTS,2021,CH011,3,1
2021,NUTS,2021,CH013,3,4
2021,NUTS,2021,CH03,2,1
2021,NUTS,2021,CH031,3,1
2021,NUTS,2021,DE,0,6
2021,NUTS,2021,DE2,1,2
2021,NUTS,2021,DE21,2,1
2021,NUTS,2021,DE212,3,1
2021,NUTS,2021,DE26,2,1
2021,NUTS,2021,DE263,3,1
2021,NUTS,2021,DE3,1,1
2021,NUTS,2021,DE30,2,1
2021,NUTS,2021,DE300,3,1
2021,NUTS,2021,DE7,1,1
2021,NUTS,2021,DE71,2,1
2021,NUTS,2021,DE718,3,1
2021,NUTS,2021,DEA,1,1
2021,NUTS,2021,DEA4,2,1
2021,NUTS,2021,DEA41,3,1
2021,NUTS,2021,DED,1,1
2021,NUTS,2021,DED4,2,1
2021,NUTS,2021,DED41,3,1
2021,NUTS,2021,DK,0,6
2021,NUTS,2021,DK0,1,6
2021,NUTS,2021,DK01,2,6
2021,NUTS,2021,DK011,3,5
2021,NUTS,2021,DK012,3,1
2021,NUTS,2021,ES,0,2
2021,NUTS,2021,ES5,1,2
2021,NUTS,2021,ES51,2,2
2021,NUTS,2021,ES511,3,2
2021,NUTS,2021,FI,0,1
2021,NUTS,2021,FI1,1,1
2021,NUTS,2021,FI1B,2,1
2021,NUTS,2021,FI1B1,3,1
2021,NUTS,2021,FR,0,2
2021,NUTS,2021,FR1,1,1
2021,NUTS,2021,FR10,2,1
2021,NUTS,2021,FR104,3,1
2021,NUTS,2021,FRF,1,1
2021,NUTS,2021,FRF3,2,1
2021,NUTS,2021,FRF31,3,1
2021,NUTS,2021,IE,0,1
2021,NUTS,2021,IE0,1,1
2021,NUTS,2021,IE06,2,1
2021,NUTS,2021,IE061,3,1
2021,NUTS,2021,IT,0,6
2021,NUTS,2021,ITC,1,4
2021,NUTS,2021,ITC4,2,4
2021,NUTS,2021,ITC4C,3,4
2021,NUTS,2021,ITH,1,1
2021,NUTS,2021,ITH2,2,1
2021,NUTS,2021,ITH20,3,1
2021,NUTS,2021,ITI,1,1
2021,NUTS,2021,ITI1,2,1
2021,NUTS,2021,ITI17,3,1
2021,NUTS,2021,PT,0,1
2021,NUTS,2021,PT1,1,1
2021,NUTS,2021,PT17,2,1
2021,NUTS,2021,PT170,3,1
2021,NUTS,2021,SE,0,3
2021,NUTS,2021,SE1,1,3
2021,NUTS,2021,SE11,2,3
2021,NUTS,2021,SE110,3,3
2021,NUTS,2021,UK,0,25
2021,NUTS,2021,UKF,1,2
2021,NUTS,2021,UKF1,2,2
2021,NUTS,2021,UKF14,3,1
2021,NUTS,2021,UKF16,3,1
2021,NUTS,2021,UKG,1,2
2021,NUTS,2021,UKG1,2,2
2021,NUTS,2021,UKG13,3,2
2021,NUTS,2021,UKH,1,4
2021,NUTS,2021,UKH1,2,2
2021,NUTS,2021,UKH12,3,2
2021,NUTS,2021,UKH2,2,2
2021,NUTS,2021,UKH23,3,2
2021,NUTS,2021,UKI,1,12
2021,NUTS,2021,UKI3,2,9
2021,NUTS,2021,UKI31,3,7
2021,NUTS,2021,UKI32,3,1
2021,NUTS,2021,UKI33,3,1
2021,NUTS,2021,UKI7,2,3
2021,NUTS,2021,UKI74,3,2
2021,NUTS,2021,UKI75,3,1
2021,NUTS,2021,UKJ,1,4
2021,NUTS,2021,UKJ1,2,4
2021,NUTS,2021,UKJ14,3,4
2021,NUTS,2021,UKK,1,1
2021,NUTS,2021,UKK1,2,1
2021,NUTS,2021,UKK11,3,1
