year,region_type,region_year_spec,region_id,region_level,social_media_count
2020,NUTS,2016,ES4,1,1
2020,NUTS,2016,ES41,2,1
2020,NUTS,2016,ES412,3,1
2020,NUTS,2016,ES5,1,3
2020,NUTS,2016,ES51,2,3
2020,NUTS,2016,ES511,3,3
2020,NUTS,2016,ES6,1,1
2020,NUTS,2016,ES61,2,1
2020,NUTS,2016,ES618,3,1
2020,NUTS,2016,FI,0,2
2020,NUTS,2016,FI1,1,2
2020,NUTS,2016,FI1B,2,1
2020,NUTS,2016,FI1B1,3,1
2020,NUTS,2016,FI1C,2,1
2020,NUTS,2016,FI1C1,3,1
2020,NUTS,2016,FR,0,15
2020,NUTS,2016,FR1,1,8
2020,NUTS,2016,FR10,2,8
2020,NUTS,2016,FR101,3,2
2020,NUTS,2016,FR103,3,4
2020,NUTS,2016,FR104,3,2
2020,NUTS,2016,FRF,1,1
2020,NUTS,2016,FRF3,2,1
2020,NUTS,2016,FRF31,3,1
2020,NUTS,2016,FRG,1,1
2020,NUTS,2016,FRG0,2,1
2020,NUTS,2016,FRG04,3,1
2020,NUTS,2016,FRH,1,1
2020,NUTS,2016,FRH0,2,1
2020,NUTS,2016,FRH03,3,1
2020,NUTS,2016,FRK,1,1
2020,NUTS,2016,FRK2,2,1
2020,NUTS,2016,FRK24,3,1
2020,NUTS,2016,FRL,1,3
2020,NUTS,2016,FRL0,2,3
2020,NUTS,2016,FRL04,3,3
2020,NUTS,2016,HU,0,5
2020,NUTS,2016,HU1,1,3
2020,NUTS,2016,HU11,2,3
2020,NUTS,2016,HU110,3,3
2020,NUTS,2016,HU2,1,2
2020,NUTS,2016,HU21,2,1
2020,NUTS,2016,HU213,3,1
2020,NUTS,2016,HU23,2,1
2020,NUTS,2016,HU231,3,1
2020,NUTS,2016,IE,0,2
2020,NUTS,2016,IE0,1,2
2020,NUTS,2016,IE05,2,2
2020,NUTS,2016,IE053,3,2
2020,NUTS,2016,IT,0,27
2020,NUTS,2016,ITC,1,9
2020,NUTS,2016,ITC1,2,3
2020,NUTS,2016,ITC11,3,3
2020,NUTS,2016,ITC4,2,6
2020,NUTS,2016,ITC4C,3,6
2020,NUTS,2016,ITF,1,4
2020,NUTS,2016,ITF3,2,2
2020,NUTS,2016,ITF33,3,2
2020,NUTS,2016,ITF4,2,1
2020,NUTS,2016,ITF47,3,1
2020,NUTS,2016,ITF6,2,1
2020,NUTS,2016,ITF65,3,1
2020,NUTS,2016,ITH,1,8
2020,NUTS,2016,ITH2,2,4
2020,NUTS,2016,ITH20,3,4
2020,NUTS,2016,ITH3,2,2
2020,NUTS,2016,ITH35,3,1
2020,NUTS,2016,ITH36,3,1
2020,NUTS,2016,ITH5,2,2
2020,NUTS,2016,ITH55,3,2
2020,NUTS,2016,ITI,1,6
2020,NUTS,2016,ITI1,2,4
2020,NUTS,2016,ITI14,3,2
2020,NUTS,2016,ITI17,3,2
2020,NUTS,2016,ITI4,2,2
2020,NUTS,2016,ITI43,3,2
2020,NUTS,2016,LU,0,5
2020,NUTS,2016,LU0,1,5
2020,NUTS,2016,LU00,2,5
2020,NUTS,2016,LU000,3,5
2020,NUTS,2016,LV,0,1
2020,NUTS,2016,LV0,1,1
2020,NUTS,2016,LV00,2,1
2020,NUTS,2016,LV006,3,1
2020,NUTS,2016,NL,0,11
2020,NUTS,2016,NL2,1,5
2020,NUTS,2016,NL21,2,1
2020,NUTS,2016,NL213,3,1
2020,NUTS,2016,NL22,2,4
2020,NUTS,2016,NL221,3,1
2020,NUTS,2016,NL226,3,3
2020,NUTS,2016,NL3,1,3
2020,NUTS,2016,NL32,2,1
2020,NUTS,2016,NL329,3,1
2020,NUTS,2016,NL33,2,2
2020,NUTS,2016,NL333,3,1
2020,NUTS,2016,NL337,3,1
2020,NUTS,2016,NL4,1,3
2020,NUTS,2016,NL42,2,3
2020,NUTS,2016,NL423,3,3
2020,NUTS,2016,NO,0,1
2020,NUTS,2016,NO0,1,1
2020,NUTS,2016,NO06,2,1
2020,NUTS,2016,NO060,3,1
2020,NUTS,2016,PL,0,7
2020,NUTS,2016,PL4,1,1
2020,NUTS,2016,PL41,2,1
2020,NUTS,2016,PL415,3,1
2020,NUTS,2016,PL5,1,4
2020,NUTS,2016,PL51,2,4
2020,NUTS,2016,PL514,3,4
2020,NUTS,2016,PL7,1,1
2020,NUTS,2016,PL71,2,1
2020,NUTS,2016,PL711,3,1
2020,NUTS,2016,PL9,1,1
2020,NUTS,2016,PL91,2,1
2020,NUTS,2016,PL911,3,1
2020,NUTS,2016,PT,0,1
2020,NUTS,2016,PT1,1,1
2020,NUTS,2016,PT16,2,1
2020,NUTS,2016,PT16E,3,1
2020,NUTS,2016,RO,0,1
2020,NUTS,2016,RO1,1,1
2020,NUTS,2016,RO11,2,1
2020,NUTS,2016,RO113,3,1
2020,NUTS,2016,SE,0,5
2020,NUTS,2016,SE1,1,2
2020,NUTS,2016,SE11,2,1
2020,NUTS,2016,SE110,3,1
2020,NUTS,2016,SE12,2,1
2020,NUTS,2016,SE121,3,1
2020,NUTS,2016,SE2,1,3
2020,NUTS,2016,SE21,2,1
2020,NUTS,2016,SE213,3,1
2020,NUTS,2016,SE22,2,2
2020,NUTS,2016,SE224,3,2
2020,NUTS,2016,TR,0,5
2020,NUTS,2016,TR1,1,2
2020,NUTS,2016,TR10,2,2
2020,NUTS,2016,TR100,3,2
2020,NUTS,2016,TR5,1,3
2020,NUTS,2016,TR51,2,3
2020,NUTS,2016,TR510,3,3
2020,NUTS,2016,UK,0,80
2020,NUTS,2016,UKD,1,5
2020,NUTS,2016,UKD3,2,3
2020,NUTS,2016,UKD33,3,3
2020,NUTS,2016,UKD4,2,1
2020,NUTS,2016,UKD47,3,1
2020,NUTS,2016,UKD7,2,1
2020,NUTS,2016,UKD72,3,1
2020,NUTS,2016,UKE,1,9
2020,NUTS,2016,UKE1,2,1
2020,NUTS,2016,UKE11,3,1
2020,NUTS,2016,UKE2,2,1
2020,NUTS,2016,UKE21,3,1
2020,NUTS,2016,UKE3,2,2
2020,NUTS,2016,UKE32,3,2
2020,NUTS,2016,UKE4,2,5
2020,NUTS,2016,UKE42,3,5
2020,NUTS,2016,UKF,1,2
2020,NUTS,2016,UKF1,2,2
2020,NUTS,2016,UKF14,3,2
2020,NUTS,2016,UKG,1,3
2020,NUTS,2016,UKG1,2,1
2020,NUTS,2016,UKG13,3,1
2020,NUTS,2016,UKG3,2,2
2020,NUTS,2016,UKG31,3,1
2020,NUTS,2016,UKG39,3,1
2020,NUTS,2016,UKH,1,13
2020,NUTS,2016,UKH1,2,9
2020,NUTS,2016,UKH12,3,8
2020,NUTS,2016,UKH17,3,1
2020,NUTS,2016,UKH2,2,2
2020,NUTS,2016,UKH21,3,1
2020,NUTS,2016,UKH23,3,1
2020,NUTS,2016,UKH3,2,2
2020,NUTS,2016,UKH34,3,2
2020,NUTS,2016,UKI,1,19
2020,NUTS,2016,UKI3,2,14
2020,NUTS,2016,UKI31,3,6
2020,NUTS,2016,UKI32,3,4
2020,NUTS,2016,UKI33,3,4
2020,NUTS,2016,UKI4,2,4
2020,NUTS,2016,UKI42,3,3
2020,NUTS,2016,UKI44,3,1
2020,NUTS,2016,UKI5,2,1
2020,NUTS,2016,UKI51,3,1
2020,NUTS,2016,UKJ,1,11
2020,NUTS,2016,UKJ1,2,8
2020,NUTS,2016,UKJ14,3,8
2020,NUTS,2016,UKJ2,2,2
2020,NUTS,2016,UKJ22,3,1
2020,NUTS,2016,UKJ25,3,1
2020,NUTS,2016,UKJ3,2,1
2020,NUTS,2016,UKJ34,3,1
2020,NUTS,2016,UKK,1,3
2020,NUTS,2016,UKK1,2,3
2020,NUTS,2016,UKK11,3,2
2020,NUTS,2016,UKK12,3,1
2020,NUTS,2016,UKL,1,2
2020,NUTS,2016,UKL1,2,2
2020,NUTS,2016,UKL18,3,2
2020,NUTS,2016,UKM,1,11
2020,NUTS,2016,UKM5,2,1
2020,NUTS,2016,UKM50,3,1
2020,NUTS,2016,UKM7,2,8
2020,NUTS,2016,UKM75,3,8
2020,NUTS,2016,UKM8,2,2
2020,NUTS,2016,UKM82,3,2
2020,NUTS,2016,UKN,1,2
2020,NUTS,2016,UKN0,2,2
2020,NUTS,2016,UKN06,3,2
2021,NUTS,2021,AT,0,4
2021,NUTS,2021,AT1,1,1
2021,NUTS,2021,AT13,2,1
2021,NUTS,2021,AT130,3,1
2021,NUTS,2021,AT2,1,2
2021,NUTS,2021,AT22,2,2
2021,NUTS,2021,AT221,3,2
2021,NUTS,2021,AT3,1,1
2021,NUTS,2021,AT31,2,1
2021,NUTS,2021,AT312,3,1
2021,NUTS,2021,CH,0,7
2021,NUTS,2021,CH0,1,7
2021,NUTS,2021,CH01,2,2
2021,NUTS,2021,CH013,3,2
2021,NUTS,2021,CH02,2,2
2021,NUTS,2021,CH021,3,2
2021,NUTS,2021,CH04,2,3
2021,NUTS,2021,CH040,3,3
2021,NUTS,2021,DE,0,8
2021,NUTS,2021,DE2,1,3
2021,NUTS,2021,DE21,2,3
2021,NUTS,2021,DE212,3,2
2021,NUTS,2021,DE21H,3,1
2021,NUTS,2021,DE3,1,3
2021,NUTS,2021,DE30,2,3
2021,NUTS,2021,DE300,3,3
2021,NUTS,2021,DE7,1,2
2021,NUTS,2021,DE71,2,2
2021,NUTS,2021,DE711,3,2
2021,NUTS,2021,DK,0,3
2021,NUTS,2021,DK0,1,3
2021,NUTS,2021,DK02,2,1
2021,NUTS,2021,DK021,3,1
2021,NUTS,2021,DK04,2,1
2021,NUTS,2021,DK042,3,1
2021,NUTS,2021,DK05,2,1
2021,NUTS,2021,DK050,3,1
2021,NUTS,2021,EE,0,1
2021,NUTS,2021,EE0,1,1
2021,NUTS,2021,EE00,2,1
2021,NUTS,2021,EE008,3,1
2021,NUTS,2021,ES,0,1
2021,NUTS,2021,ES6,1,1
2021,NUTS,2021,ES61,2,1
2021,NUTS,2021,ES614,3,1
2021,NUTS,2021,FR,0,1
2021,NUTS,2021,FRF,1,1
2021,NUTS,2021,FRF1,2,1
2021,NUTS,2021,FRF11,3,1
2021,NUTS,2021,IT,0,4
2021,NUTS,2021,ITH,1,2
2021,NUTS,2021,ITH5,2,2
2021,NUTS,2021,ITH55,3,2
2021,NUTS,2021,ITI,1,2
2021,NUTS,2021,ITI1,2,1
2021,NUTS,2021,ITI17,3,1
2021,NUTS,2021,ITI4,2,1
2021,NUTS,2021,ITI43,3,1
2021,NUTS,2021,NL,0,3
2021,NUTS,2021,NL2,1,1
2021,NUTS,2021,NL22,2,1
2021,NUTS,2021,NL226,3,1
2021,NUTS,2021,NL3,1,1
2021,NUTS,2021,NL33,2,1
2021,NUTS,2021,NL333,3,1
2021,NUTS,2021,NL4,1,1
2021,NUTS,2021,NL42,2,1
2021,NUTS,2021,NL423,3,1
2021,NUTS,2021,PL,0,1
2021,NUTS,2021,PL7,1,1
2021,NUTS,2021,PL71,2,1
2021,NUTS,2021,PL711,3,1
2021,NUTS,2021,PT,0,2
2021,NUTS,2021,PT1,1,2
2021,NUTS,2021,PT17,2,2
2021,NUTS,2021,PT170,3,2
2021,NUTS,2021,SE,0,2
2021,NUTS,2021,SE1,1,2
2021,NUTS,2021,SE11,2,1
2021,NUTS,2021,SE110,3,1
2021,NUTS,2021,SE12,2,1
2021,NUTS,2021,SE124,3,1
2021,NUTS,2021,TR,0,1
2021,NUTS,2021,TR1,1,1
2021,NUTS,2021,TR10,2,1
2021,NUTS,2021,TR100,3,1
2021,NUTS,2021,UK,0,12
2021,NUTS,2021,UKD,1,2
2021,NUTS,2021,UKD3,2,2
2021,NUTS,2021,UKD33,3,2
2021,NUTS,2021,UKE,1,2
2021,NUTS,2021,UKE3,2,2
2021,NUTS,2021,UKE32,3,2
2021,NUTS,2021,UKG,1,3
2021,NUTS,2021,UKG1,2,2
2021,NUTS,2021,UKG13,3,2
2021,NUTS,2021,UKG3,2,1
2021,NUTS,2021,UKG31,3,1
2021,NUTS,2021,UKH,1,1
2021,NUTS,2021,UKH1,2,1
2021,NUTS,2021,UKH12,3,1
2021,NUTS,2021,UKI,1,2
2021,NUTS,2021,UKI3,2,2
2021,NUTS,2021,UKI31,3,1
2021,NUTS,2021,UKI32,3,1
2021,NUTS,2021,UKJ,1,2
2021,NUTS,2021,UKJ1,2,2
2021,NUTS,2021,UKJ14,3,2
