year,region_type,region_year_spec,region_id,region_level,biorxiv_count
2014,NUTS,2013,DEA22,3,1
2014,NUTS,2013,DEA23,3,2
2014,NUTS,2013,DEA3,2,1
2014,NUTS,2013,DEA33,3,1
2014,NUTS,2013,DED,1,8
2014,NUTS,2013,DED4,2,7
2014,NUTS,2013,DED41,3,6
2014,NUTS,2013,DED43,3,1
2014,NUTS,2013,DED5,2,1
2014,NUTS,2013,DED51,3,1
2014,NUTS,2013,DK,0,10
2014,NUTS,2013,DK0,1,10
2014,NUTS,2013,DK01,2,5
2014,NUTS,2013,DK011,3,5
2014,NUTS,2013,DK04,2,5
2014,NUTS,2013,DK042,3,5
2014,NUTS,2013,EE,0,7
2014,NUTS,2013,EE0,1,7
2014,NUTS,2013,EE00,2,7
2014,NUTS,2013,EE001,3,2
2014,NUTS,2013,EE008,3,5
2014,NUTS,2013,ES,0,40
2014,NUTS,2013,ES1,1,7
2014,NUTS,2013,ES11,2,6
2014,NUTS,2013,ES111,3,1
2014,NUTS,2013,ES114,3,5
2014,NUTS,2013,ES12,2,1
2014,NUTS,2013,ES120,3,1
2014,NUTS,2013,ES3,1,7
2014,NUTS,2013,ES30,2,7
2014,NUTS,2013,ES300,3,7
2014,NUTS,2013,ES4,1,5
2014,NUTS,2013,ES41,2,4
2014,NUTS,2013,ES413,3,4
2014,NUTS,2013,ES42,2,1
2014,NUTS,2013,ES421,3,1
2014,NUTS,2013,ES5,1,19
2014,NUTS,2013,ES51,2,16
2014,NUTS,2013,ES511,3,16
2014,NUTS,2013,ES52,2,3
2014,NUTS,2013,ES523,3,3
2014,NUTS,2013,ES6,1,2
2014,NUTS,2013,ES61,2,1
2014,NUTS,2013,ES617,3,1
2014,NUTS,2013,ES62,2,1
2014,NUTS,2013,ES620,3,1
2014,NUTS,2013,FI,0,6
2014,NUTS,2013,FI1,1,6
2014,NUTS,2013,FI1B,2,1
2014,NUTS,2013,FI1B1,3,1
2014,NUTS,2013,FI1C,2,2
2014,NUTS,2013,FI1C1,3,2
2014,NUTS,2013,FI1D,2,3
2014,NUTS,2013,FI1D6,3,3
2014,NUTS,2013,FR,0,16
2014,NUTS,2013,FR1,1,7
2014,NUTS,2013,FR10,2,7
2014,NUTS,2013,FR101,3,5
2014,NUTS,2013,FR103,3,1
2014,NUTS,2013,FR104,3,1
2014,NUTS,2013,FR4,1,1
2014,NUTS,2013,FR42,2,1
2014,NUTS,2013,FR421,3,1
2014,NUTS,2013,FR5,1,5
2014,NUTS,2013,FR51,2,4
2014,NUTS,2013,FR512,3,1
2014,NUTS,2013,FR514,3,3
2014,NUTS,2013,FR52,2,1
2014,NUTS,2013,FR523,3,1
2014,NUTS,2013,FR8,1,3
2014,NUTS,2013,FR81,2,3
2014,NUTS,2013,FR813,3,3
2014,NUTS,2013,HR,0,3
2014,NUTS,2013,HR0,1,3
2014,NUTS,2013,HR03,2,1
2014,NUTS,2013,HR035,3,1
2014,NUTS,2013,HR04,2,2
2014,NUTS,2013,HR041,3,2
2014,NUTS,2013,HU,0,8
2014,NUTS,2013,HU1,1,4
2014,NUTS,2013,HU10,2,4
2014,NUTS,2013,HU101,3,4
2014,NUTS,2013,HU2,1,2
2014,NUTS,2013,HU22,2,1
2014,NUTS,2013,HU221,3,1
2014,NUTS,2013,HU23,2,1
2014,NUTS,2013,HU231,3,1
2014,NUTS,2013,HU3,1,2
2014,NUTS,2013,HU32,2,1
2014,NUTS,2013,HU321,3,1
2014,NUTS,2013,HU33,2,1
2014,NUTS,2013,HU333,3,1
2014,NUTS,2013,IE,0,1
2014,NUTS,2013,IE0,1,1
2014,NUTS,2013,IE02,2,1
2014,NUTS,2013,IE021,3,1
2014,NUTS,2013,IS,0,5
2014,NUTS,2013,IS0,1,5
2014,NUTS,2013,IS00,2,5
2014,NUTS,2013,IS001,3,4
2014,NUTS,2013,IS002,3,1
2014,NUTS,2013,IT,0,22
2014,NUTS,2013,ITC,1,7
2014,NUTS,2013,ITC1,2,2
2014,NUTS,2013,ITC11,3,2
2014,NUTS,2013,ITC4,2,5
2014,NUTS,2013,ITC48,3,1
2014,NUTS,2013,ITC49,3,1
2014,NUTS,2013,ITC4C,3,3
2014,NUTS,2013,ITF,1,1
2014,NUTS,2013,ITF1,2,1
2014,NUTS,2013,ITF12,3,1
2014,NUTS,2013,ITH,1,4
2014,NUTS,2013,ITH2,2,1
2014,NUTS,2013,ITH20,3,1
2014,NUTS,2013,ITH3,2,1
2014,NUTS,2013,ITH36,3,1
2014,NUTS,2013,ITH4,2,1
2014,NUTS,2013,ITH44,3,1
2014,NUTS,2013,ITH5,2,1
2014,NUTS,2013,ITH56,3,1
2014,NUTS,2013,ITI,1,10
2014,NUTS,2013,ITI1,2,9
2014,NUTS,2013,ITI14,3,8
2014,NUTS,2013,ITI17,3,1
2014,NUTS,2013,ITI2,2,1
2014,NUTS,2013,ITI21,3,1
2014,NUTS,2013,LT,0,1
2014,NUTS,2013,LT0,1,1
2014,NUTS,2013,LT00,2,1
2014,NUTS,2013,LT00A,3,1
2014,NUTS,2013,NL,0,20
2014,NUTS,2013,NL1,1,6
2014,NUTS,2013,NL11,2,6
2014,NUTS,2013,NL113,3,6
2014,NUTS,2013,NL2,1,6
2014,NUTS,2013,NL22,2,6
2014,NUTS,2013,NL221,3,3
2014,NUTS,2013,NL226,3,3
2014,NUTS,2013,NL3,1,7
2014,NUTS,2013,NL31,2,2
2014,NUTS,2013,NL310,3,2
2014,NUTS,2013,NL32,2,2
2014,NUTS,2013,NL326,3,2
2014,NUTS,2013,NL33,2,3
2014,NUTS,2013,NL337,3,2
2014,NUTS,2013,NL339,3,1
2014,NUTS,2013,NL4,1,1
2014,NUTS,2013,NL42,2,1
2014,NUTS,2013,NL423,3,1
2014,NUTS,2013,NO,0,4
2014,NUTS,2013,NO0,1,4
2014,NUTS,2013,NO01,2,2
2014,NUTS,2013,NO011,3,1
2014,NUTS,2013,NO012,3,1
2014,NUTS,2013,NO04,2,1
2014,NUTS,2013,NO043,3,1
2014,NUTS,2013,NO05,2,1
2014,NUTS,2013,NO051,3,1
2014,NUTS,2013,PT,0,6
2014,NUTS,2013,PT1,1,6
2014,NUTS,2013,PT11,2,2
2014,NUTS,2013,PT11A,3,2
2014,NUTS,2013,PT16,2,1
2014,NUTS,2013,PT16E,3,1
2014,NUTS,2013,PT17,2,3
2014,NUTS,2013,PT170,3,3
2014,NUTS,2013,RO,0,1
2014,NUTS,2013,RO1,1,1
2014,NUTS,2013,RO11,2,1
2014,NUTS,2013,RO113,3,1
2014,NUTS,2013,SE,0,32
2014,NUTS,2013,SE1,1,24
2014,NUTS,2013,SE11,2,11
2014,NUTS,2013,SE110,3,11
2014,NUTS,2013,SE12,2,13
2014,NUTS,2013,SE121,3,12
2014,NUTS,2013,SE123,3,1
2014,NUTS,2013,SE2,1,8
2014,NUTS,2013,SE22,2,2
2014,NUTS,2013,SE224,3,2
2014,NUTS,2013,SE23,2,6
2014,NUTS,2013,SE232,3,6
2014,NUTS,2013,SK,0,1
2014,NUTS,2013,SK0,1,1
2014,NUTS,2013,SK01,2,1
2014,NUTS,2013,SK010,3,1
2014,NUTS,2013,TR,0,8
2014,NUTS,2013,TR1,1,3
2014,NUTS,2013,TR10,2,3
2014,NUTS,2013,TR100,3,3
2014,NUTS,2013,TR5,1,2
2014,NUTS,2013,TR51,2,2
2014,NUTS,2013,TR510,3,2
2014,NUTS,2013,TR6,1,1
2014,NUTS,2013,TR62,2,1
2014,NUTS,2013,TR622,3,1
2014,NUTS,2013,TR7,1,1
2014,NUTS,2013,TR72,2,1
2014,NUTS,2013,TR721,3,1
2014,NUTS,2013,TR8,1,1
2014,NUTS,2013,TR82,2,1
2014,NUTS,2013,TR822,3,1
2014,NUTS,2013,UK,0,173
2014,NUTS,2013,UKC,1,1
2014,NUTS,2013,UKC1,2,1
2014,NUTS,2013,UKC14,3,1
2014,NUTS,2013,UKD,1,6
2014,NUTS,2013,UKD3,2,2
2014,NUTS,2013,UKD33,3,2
2014,NUTS,2013,UKD4,2,1
2014,NUTS,2013,UKD44,3,1
2014,NUTS,2013,UKD7,2,3
2014,NUTS,2013,UKD72,3,3
2014,NUTS,2013,UKE,1,4
2014,NUTS,2013,UKE2,2,2
2014,NUTS,2013,UKE21,3,2
2014,NUTS,2013,UKE3,2,1
2014,NUTS,2013,UKE32,3,1
2014,NUTS,2013,UKE4,2,1
2014,NUTS,2013,UKE42,3,1
2014,NUTS,2013,UKF,1,7
2014,NUTS,2013,UKF2,2,6
2014,NUTS,2013,UKF21,3,6
2014,NUTS,2013,UKF3,2,1
2014,NUTS,2013,UKF30,3,1
2014,NUTS,2013,UKG,1,13
2014,NUTS,2013,UKG1,2,9
2014,NUTS,2013,UKG13,3,9
2014,NUTS,2013,UKG3,2,4
2014,NUTS,2013,UKG31,3,4
2014,NUTS,2013,UKH,1,66
2014,NUTS,2013,UKH1,2,66
2014,NUTS,2013,UKH12,3,61
2014,NUTS,2013,UKH17,3,5
2014,NUTS,2013,UKI,1,18
2014,NUTS,2013,UKI3,2,15
2014,NUTS,2013,UKI32,3,6
2014,NUTS,2013,UKI33,3,9
2014,NUTS,2013,UKI4,2,3
2014,NUTS,2013,UKI42,3,3
2014,NUTS,2013,UKJ,1,27
2014,NUTS,2013,UKJ1,2,24
2014,NUTS,2013,UKJ11,3,1
2014,NUTS,2013,UKJ14,3,23
2014,NUTS,2013,UKJ2,2,2
2014,NUTS,2013,UKJ22,3,1
2014,NUTS,2013,UKJ25,3,1
2014,NUTS,2013,UKJ3,2,1
2014,NUTS,2013,UKJ32,3,1
2014,NUTS,2013,UKK,1,11
2014,NUTS,2013,UKK1,2,5
2014,NUTS,2013,UKK11,3,4
2014,NUTS,2013,UKK12,3,1
2014,NUTS,2013,UKK4,2,6
2014,NUTS,2013,UKK43,3,6
2014,NUTS,2013,UKL,1,5
2014,NUTS,2013,UKL1,2,5
2014,NUTS,2013,UKL14,3,5
2014,NUTS,2013,UKM,1,14
2014,NUTS,2013,UKM2,2,10
2014,NUTS,2013,UKM21,3,2
2014,NUTS,2013,UKM23,3,1
2014,NUTS,2013,UKM25,3,7
2014,NUTS,2013,UKM3,2,3
2014,NUTS,2013,UKM34,3,3
2014,NUTS,2013,UKM5,2,1
2014,NUTS,2013,UKM50,3,1
2014,NUTS,2013,UKN,1,1
2014,NUTS,2013,UKN0,2,1
2014,NUTS,2013,UKN01,3,1
2015,NUTS,2013,AT,0,24
2015,NUTS,2013,AT1,1,22
2015,NUTS,2013,AT12,2,6
2015,NUTS,2013,AT126,3,5
2015,NUTS,2013,AT127,3,1
2015,NUTS,2013,AT13,2,16
2015,NUTS,2013,AT130,3,16
2015,NUTS,2013,AT2,1,1
2015,NUTS,2013,AT22,2,1
2015,NUTS,2013,AT221,3,1
2015,NUTS,2013,AT3,1,1
2015,NUTS,2013,AT33,2,1
2015,NUTS,2013,AT332,3,1
2015,NUTS,2013,BE,0,13
2015,NUTS,2013,BE1,1,5
2015,NUTS,2013,BE10,2,5
2015,NUTS,2013,BE100,3,5
2015,NUTS,2013,BE2,1,5
2015,NUTS,2013,BE23,2,5
2015,NUTS,2013,BE234,3,5
2015,NUTS,2013,BE3,1,3
2015,NUTS,2013,BE33,2,3
2015,NUTS,2013,BE332,3,3
2015,NUTS,2013,BG,0,2
2015,NUTS,2013,BG4,1,2
2015,NUTS,2013,BG41,2,2
2015,NUTS,2013,BG411,3,2
2015,NUTS,2013,CH,0,69
2015,NUTS,2013,CH0,1,69
2015,NUTS,2013,CH01,2,34
2015,NUTS,2013,CH011,3,22
2015,NUTS,2013,CH013,3,12
2015,NUTS,2013,CH02,2,6
2015,NUTS,2013,CH021,3,4
2015,NUTS,2013,CH022,3,2
2015,NUTS,2013,CH03,2,8
2015,NUTS,2013,CH031,3,8
2015,NUTS,2013,CH04,2,21
2015,NUTS,2013,CH040,3,21
2015,NUTS,2013,CY,0,3
2015,NUTS,2013,CY0,1,3
2015,NUTS,2013,CY00,2,3
2015,NUTS,2013,CY000,3,3
2015,NUTS,2013,CZ,0,6
2015,NUTS,2013,CZ0,1,6
2015,NUTS,2013,CZ01,2,3
2015,NUTS,2013,CZ010,3,3
2015,NUTS,2013,CZ05,2,1
2015,NUTS,2013,CZ051,3,1
2015,NUTS,2013,CZ08,2,2
2015,NUTS,2013,CZ080,3,2
2015,NUTS,2013,DE,0,169
2015,NUTS,2013,DE1,1,36
2015,NUTS,2013,DE11,2,4
2015,NUTS,2013,DE111,3,4
2015,NUTS,2013,DE12,2,17
2015,NUTS,2013,DE122,3,2
2015,NUTS,2013,DE125,3,15
2015,NUTS,2013,DE13,2,9
2015,NUTS,2013,DE131,3,8
2015,NUTS,2013,DE138,3,1
2015,NUTS,2013,DE14,2,6
2015,NUTS,2013,DE142,3,5
2015,NUTS,2013,DE144,3,1
2015,NUTS,2013,DE2,1,56
2015,NUTS,2013,DE21,2,56
2015,NUTS,2013,DE212,3,56
2015,NUTS,2013,DE3,1,19
2015,NUTS,2013,DE30,2,19
2015,NUTS,2013,DE300,3,19
2015,NUTS,2013,DE4,1,2
2015,NUTS,2013,DE40,2,2
2015,NUTS,2013,DE404,3,1
2015,NUTS,2013,DE405,3,1
2015,NUTS,2013,DE5,1,1
2015,NUTS,2013,DE50,2,1
2015,NUTS,2013,DE501,3,1
2015,NUTS,2013,DE6,1,12
2015,NUTS,2013,DE60,2,12
2015,NUTS,2013,DE600,3,12
2015,NUTS,2013,DE7,1,7
2015,NUTS,2013,DE71,2,1
2015,NUTS,2013,DE712,3,1
2015,NUTS,2013,DE72,2,1
2015,NUTS,2013,DE721,3,1
2015,NUTS,2013,DE73,2,5
2015,NUTS,2013,DE731,3,5
2015,NUTS,2013,DE8,1,2
2015,NUTS,2013,DE80,2,2
2015,NUTS,2013,DE803,3,2
2015,NUTS,2013,DE9,1,7
2015,NUTS,2013,DE91,2,5
2015,NUTS,2013,DE911,3,1
2015,NUTS,2013,DE915,3,4
2015,NUTS,2013,DE92,2,1
2015,NUTS,2013,DE929,3,1
2015,NUTS,2013,DE94,2,1
2015,NUTS,2013,DE943,3,1
2015,NUTS,2013,DEA,1,13
2015,NUTS,2013,DEA2,2,10
2015,NUTS,2013,DEA22,3,4
2015,NUTS,2013,DEA23,3,4
2015,NUTS,2013,DEA26,3,1
2015,NUTS,2013,DEA2D,3,1
2015,NUTS,2013,DEA4,2,2
2015,NUTS,2013,DEA41,3,2
2015,NUTS,2013,DEA5,2,1
2015,NUTS,2013,DEA51,3,1
2015,NUTS,2013,DEB,1,1
2015,NUTS,2013,DEB3,2,1
2015,NUTS,2013,DEB33,3,1
2015,NUTS,2013,DED,1,11
2015,NUTS,2013,DED4,2,8
2015,NUTS,2013,DED41,3,5
2015,NUTS,2013,DED43,3,3
2015,NUTS,2013,DED5,2,3
2015,NUTS,2013,DED51,3,3
2015,NUTS,2013,DEE,1,2
2015,NUTS,2013,DEE0,2,2
2015,NUTS,2013,DEE02,3,2
2015,NUTS,2013,DK,0,44
2015,NUTS,2013,DK0,1,44
2015,NUTS,2013,DK01,2,27
2015,NUTS,2013,DK011,3,24
2015,NUTS,2013,DK012,3,3
2015,NUTS,2013,DK03,2,4
2015,NUTS,2013,DK031,3,4
2015,NUTS,2013,DK04,2,13
2015,NUTS,2013,DK042,3,13
2015,NUTS,2013,EE,0,4
2015,NUTS,2013,EE0,1,4
2015,NUTS,2013,EE00,2,4
2015,NUTS,2013,EE008,3,4
2015,NUTS,2013,EL,0,7
2015,NUTS,2013,EL3,1,2
2015,NUTS,2013,EL30,2,2
2015,NUTS,2013,EL303,3,1
2015,NUTS,2013,EL304,3,1
2015,NUTS,2013,EL4,1,1
2015,NUTS,2013,EL43,2,1
2015,NUTS,2013,EL433,3,1
2015,NUTS,2013,EL5,1,3
2015,NUTS,2013,EL51,2,2
2015,NUTS,2013,EL512,3,2
2015,NUTS,2013,EL52,2,1
2015,NUTS,2013,EL522,3,1
2015,NUTS,2013,EL6,1,1
2015,NUTS,2013,EL63,2,1
2015,NUTS,2013,EL632,3,1
2015,NUTS,2013,ES,0,67
2015,NUTS,2013,ES1,1,6
2015,NUTS,2013,ES11,2,6
2015,NUTS,2013,ES114,3,6
2015,NUTS,2013,ES2,1,2
2015,NUTS,2013,ES21,2,2
2015,NUTS,2013,ES213,3,2
2015,NUTS,2013,ES3,1,25
2015,NUTS,2013,ES30,2,25
2015,NUTS,2013,ES300,3,25
2015,NUTS,2013,ES4,1,10
2015,NUTS,2013,ES41,2,8
2015,NUTS,2013,ES413,3,7
2015,NUTS,2013,ES418,3,1
2015,NUTS,2013,ES42,2,1
2015,NUTS,2013,ES421,3,1
2015,NUTS,2013,ES43,2,1
2015,NUTS,2013,ES432,3,1
2015,NUTS,2013,ES5,1,23
2015,NUTS,2013,ES51,2,21
2015,NUTS,2013,ES511,3,21
2015,NUTS,2013,ES52,2,2
2015,NUTS,2013,ES523,3,2
2015,NUTS,2013,ES6,1,1
2015,NUTS,2013,ES61,2,1
2015,NUTS,2013,ES614,3,1
2015,NUTS,2013,FI,0,16
2015,NUTS,2013,FI1,1,16
2015,NUTS,2013,FI19,2,1
2015,NUTS,2013,FI193,3,1
2015,NUTS,2013,FI1B,2,4
2015,NUTS,2013,FI1B1,3,4
2015,NUTS,2013,FI1C,2,6
2015,NUTS,2013,FI1C1,3,6
2015,NUTS,2013,FI1D,2,5
2015,NUTS,2013,FI1D2,3,3
2015,NUTS,2013,FI1D6,3,2
2015,NUTS,2013,FR,0,68
2015,NUTS,2013,FR1,1,33
2015,NUTS,2013,FR10,2,33
2015,NUTS,2013,FR101,3,21
2015,NUTS,2013,FR103,3,1
2015,NUTS,2013,FR104,3,9
2015,NUTS,2013,FR105,3,2
2015,NUTS,2013,FR2,1,1
2015,NUTS,2013,FR22,2,1
2015,NUTS,2013,FR223,3,1
2015,NUTS,2013,FR4,1,3
2015,NUTS,2013,FR41,2,2
2015,NUTS,2013,FR411,3,2
2015,NUTS,2013,FR42,2,1
2015,NUTS,2013,FR421,3,1
2015,NUTS,2013,FR5,1,6
2015,NUTS,2013,FR51,2,5
2015,NUTS,2013,FR512,3,1
2015,NUTS,2013,FR514,3,4
2015,NUTS,2013,FR52,2,1
2015,NUTS,2013,FR523,3,1
2015,NUTS,2013,FR6,1,6
2015,NUTS,2013,FR61,2,2
2015,NUTS,2013,FR612,3,2
2015,NUTS,2013,FR62,2,4
2015,NUTS,2013,FR623,3,4
2015,NUTS,2013,FR7,1,5
2015,NUTS,2013,FR71,2,5
2015,NUTS,2013,FR714,3,1
2015,NUTS,2013,FR716,3,4
2015,NUTS,2013,FR8,1,14
2015,NUTS,2013,FR81,2,7
2015,NUTS,2013,FR813,3,6
2015,NUTS,2013,FR815,3,1
2015,NUTS,2013,FR82,2,7
2015,NUTS,2013,FR824,3,7
2015,NUTS,2013,HR,0,4
2015,NUTS,2013,HR0,1,4
2015,NUTS,2013,HR04,2,4
2015,NUTS,2013,HR041,3,4
2015,NUTS,2013,HU,0,3
2015,NUTS,2013,HU1,1,2
2015,NUTS,2013,HU10,2,2
2015,NUTS,2013,HU101,3,2
2015,NUTS,2013,HU3,1,1
2015,NUTS,2013,HU32,2,1
2015,NUTS,2013,HU321,3,1
2015,NUTS,2013,IE,0,7
2015,NUTS,2013,IE0,1,7
2015,NUTS,2013,IE01,2,2
2015,NUTS,2013,IE013,3,2
2015,NUTS,2013,IE02,2,5
2015,NUTS,2013,IE021,3,1
2015,NUTS,2013,IE023,3,3
2015,NUTS,2013,IE025,3,1
2015,NUTS,2013,IS,0,9
2015,NUTS,2013,IS0,1,9
2015,NUTS,2013,IS00,2,9
2015,NUTS,2013,IS001,3,9
2015,NUTS,2013,IT,0,45
2015,NUTS,2013,ITC,1,11
2015,NUTS,2013,ITC1,2,3
2015,NUTS,2013,ITC11,3,3
2015,NUTS,2013,ITC4,2,8
2015,NUTS,2013,ITC48,3,1
2015,NUTS,2013,ITC4C,3,7
2015,NUTS,2013,ITF,1,4
2015,NUTS,2013,ITF3,2,1
2015,NUTS,2013,ITF33,3,1
2015,NUTS,2013,ITF4,2,3
2015,NUTS,2013,ITF46,3,1
2015,NUTS,2013,ITF47,3,2
2015,NUTS,2013,ITG,1,1
2015,NUTS,2013,ITG1,2,1
2015,NUTS,2013,ITG17,3,1
2015,NUTS,2013,ITH,1,11
2015,NUTS,2013,ITH2,2,1
2015,NUTS,2013,ITH20,3,1
2015,NUTS,2013,ITH3,2,3
2015,NUTS,2013,ITH36,3,3
2015,NUTS,2013,ITH4,2,5
2015,NUTS,2013,ITH44,3,5
2015,NUTS,2013,ITH5,2,2
2015,NUTS,2013,ITH56,3,2
2015,NUTS,2013,ITI,1,18
2015,NUTS,2013,ITI1,2,16
2015,NUTS,2013,ITI14,3,15
2015,NUTS,2013,ITI17,3,1
2015,NUTS,2013,ITI4,2,2
2015,NUTS,2013,ITI43,3,2
2015,NUTS,2013,NL,0,66
2015,NUTS,2013,NL1,1,9
2015,NUTS,2013,NL11,2,9
2015,NUTS,2013,NL113,3,9
2015,NUTS,2013,NL2,1,11
2015,NUTS,2013,NL21,2,1
2015,NUTS,2013,NL213,3,1
2015,NUTS,2013,NL22,2,10
2015,NUTS,2013,NL221,3,4
2015,NUTS,2013,NL226,3,6
2015,NUTS,2013,NL3,1,44
